Station;Latitude;Longitude;depth;si;no3;po4;T;so;O2;aou;o2s
135_DCM;32.931;-121.8645;30;2.327528477;0.469010502;0.361010075;16.52268982;;5.572265625;-0.035854556;100.7200775
136_SUR;17.0854;-118.8913;5;3.837692738;0.41617769;0.198131979;25.74188995;34.2175008;4.778335094;-0.050989591;100.9419174
136_DCM;17.0854;-118.8913;50;3.72213912;0.950027287;0.186455712;23.42061043;;5.071871758;-0.050744332;101.3192825
137_SUR;14.2035;-116.6261;5;2.470750332;0.787764132;0.212715119;26.5180912;33.95707552;4.865337849;-0.174643084;103.7045059
137_DCM;14.2035;-116.6261;100;17.31067276;11.83734512;1.827113986;14.00109959;;1.052921414;5.263271809;9.62833786
138_SUR;6.3332;-102.9432;5;5.415406227;3.552118063;0.293381244;26.75620079;33.57291134;4.790140152;-0.158850312;103.646431
138_DCM;6.3332;-102.9432;60;14.89594841;18.38323593;2.024586678;18.35791016;;1.913119674;3.095190763;46.38639069
139_SUR;6.4998;-94.9527;5;7.41468668;0.222630873;0.405450791;26.8257103;33.34948537;4.425426006;0.215349704;95.23695374
139_DCM;6.4998;-94.9527;20;9.317899704;1.959207296;0.693450451;25.80149078;33.34948537;4.273382187;0.152274027;96.53343964
140_SUR;7.4122;-79.3017;5;7.054598808;0.11066822;0.26769194;27.40390015;32.23578437;4.802773952;-0.025855355;100.5760803
140_DCM;7.4122;-79.3017;25;3.400478363;0.011538476;0.389915794;26.24510956;;4.534403801;0.21603477;95.48491669
141_SUR;9.8481;-80.0454;5;4.641904831;9.865791321;0.013993236;28.25029945;33.3457945;4.555809021;0.044335935;99.08454132
141_DCM;9.8481;-80.0454;40;12.6145792;0;0;28.1117897;;4.356715202;0.31988582;93.03231812
142_SUR;25.6236;-88.45;5;2.778390408;1.137512088;0.130614907;24.06241035;35.76072537;4.882607937;0.04042355;99.09033966
142_DCM;25.6236;-88.45;125;2.815927029;12.29631329;0.626799703;20.74509048;;3.702199221;1.39173317;73.00180054
143_SUR;29.6394;-79.5395;5;1.177082658;0.572801828;0.126485929;23.9615097;36.40066124;4.911071777;0.057643175;98.90001678
143_DCM;29.6394;-79.5395;45;3.459483385;1.052719712;0.74331367;23.88261032;;4.479582787;0.104287669;97.9908905
144_SUR;36.4121;-72.9289;2;1.6391536;1.208438754;0.236195505;18.62529945;35.85050964;5.312511921;0.095628947;98.4808197
144_DCM;36.4121;-72.9289;65;1.133013964;1.015473843;0.187839687;19.48939133;;5.110617638;0.154930532;97.60009003
145_SUR;39.2305;-70.0377;5;4.569612503;4.048733711;0.554422557;10.36569977;34.66466832;6.23937273;0.244128242;96.04682922
145_DCM;39.2305;-70.0377;50;5.030034542;4.466745853;0.582891107;11.49339008;;5.889807701;0.426051497;93.05419159
146_SUR;34.6712;-71.3093;5;1.23344028;0.405130565;0.106005035;19.70440865;36.20146645;5.18366003;-0.064113066;101.2713013
146_DCM;34.6712;-71.3093;50;1.243884563;0.803553045;0.132403955;19.56619072;;5.101707935;0.066437647;98.72789001
147_SUR;33.061;-66.5435;5;0.789859533;0.668011665;0.031464186;19.79040909;36.58099827;5.20513773;-0.012588085;100.217514
147_DCM;33.061;-66.5435;50;0.842493117;0.820697308;0.02876504;19.74559975;;5.145047188;0.06538704;98.72078705
148_SUR;31.6948;-64.2489;5;0.752712011;0.242606789;0.033107184;20.1158905;36.68798546;5.13161087;-0.002032519;100.0466766
148_DCM;31.6948;-64.2489;130;0.801398456;0.666081309;0.043614399;19.68990898;;5.051614761;0.118020229;97.75680542
149_SUR;34.0964;-49.8906;5;2.577942848;0.772685885;0.049567662;18.86190033;36.55330291;5.328962326;-0.034255587;100.6686172
149_DCM;34.0964;-49.8906;100;1.45927608;0.787448347;0.044681285;18.74470901;;5.248579502;0.060355037;98.89387512
150_SUR;35.9346;-37.3032;5;1.34579432;0.259098649;0.095099404;17.9126091;36.45609712;5.599476814;-0.180797487;103.334671
150_DCM;35.9346;-37.3032;40;1.557720304;0.551202834;0.097910315;17.81580925;;5.544803143;-0.119244583;102.182724
151_SUR;36.1375;-28.935;5;3.145033598;0.630994201;0.196511969;17.0632;36.31963648;5.722093582;-0.241377473;104.341629
151_DCM;36.1375;-28.935;70;2.227087021;0.980894685;0.210591257;16.81209946;;5.636936188;-0.119445279;102.1224976
152_SUR;43.6792;-16.8344;2;3.398915768;4.832790852;0.282885551;13.40759087;35.83421326;6.008283615;-0.067249283;101.1510086
153_SUR;44.0342;-16.5455;5;3.903909206;5.309723377;0.321314931;13.11199093;35.80369808;6.023850918;-0.038534991;100.654213
155_SUR;54.5305;-16.9377;5;1.441428185;5.376053333;0.273794174;11.52639008;35.43731242;6.51985836;-0.330677807;105.3729172
155_DCM;54.5305;-16.9377;40;2.233523607;7.106283188;0.395158827;11.15179062;;6.350199223;-0.152284831;102.5017166
156_SUR;60.9233;-7.8787;5;3.85153532;9.933595657;0.641123474;9.81690979;35.24291605;6.699697971;-0.216938943;103.3721466
157_SUR;65.6752;-1.7654;5;3.595438242;3.329864502;0.364600867;8.397199631;35.17160493;7.353388786;-0.699993491;110.5722885
158_SUR;67.1675;0.2177;5;4.216216564;4.494852066;0.403625071;8.592809677;35.10069385;7.241117477;-0.598201394;109.0136337
158_DCM;67.1675;0.2177;25;4.630064011;6.107568741;0.483479172;8.065490723;;7.146662235;-0.432956845;106.4483414
159_SUR;67.9846;2.1404;5;4.195972919;4.373657703;0.401872158;9.107009888;35.05261146;7.146960735;-0.562201619;108.5554276
160_SUR;70.3568;3.6021;5;4.807211876;6.076704502;0.497223496;7.117909908;35.11772166;7.487577915;-0.550224543;107.9863586
161_SUR;72.3747;3.9192;5;4.517803669;7.108781338;0.542214394;5.061089993;35.09667375;7.974257946;-0.58753556;108.0070648
162_SUR;74.167;3.9097;5;4.139755726;7.50292778;0.532417536;3.543400049;35.01745632;8.322902679;-0.657464206;108.6143799
163_SUR;76.102;2.0707;5;4.349549294;6.758829117;0.460692823;2.931099892;34.85907231;8.473758698;-0.722922087;109.4297562
163_DCM;76.102;2.0707;65;5.029459953;10.61673737;0.746453166;1.399690032;;7.81624794;0.042915344;99.45320129
164_SUR;74.6059;6.5276;5;4.629633904;7.222465038;0.530068517;4.660009861;35.06501473;8.080524445;-0.643375397;108.6480103
165_SUR;73.4478;10.1923;5;4.784836292;6.405832291;0.489108503;6.268390179;35.04443994;7.674958706;-0.585530281;108.2020111
166_SUR;71.2133;14.6323;5;3.74634409;3.28794837;0.360192269;7.58010006;34.80752326;7.277719975;-0.491853893;107.2891998
167_SUR;71.0054;38.7136;5;2.784482241;0.63865155;0.174016535;3.973390102;34.58847254;8.174070358;-0.566025436;107.6482697
168_SUR;72.5491;44.0681;5;1.610852718;0.34188813;0.248203635;5.583089828;34.59586968;7.749089241;-0.499282867;106.8871384
168_DCM;72.5491;44.0681;40;1.851738453;1.320992112;0.364904433;2.638109922;;7.951273918;-0.287615687;103.7141724
169_SUR;74.3779;47.2286;5;0.836840034;0.135783553;0.215661198;3.71269989;34.52876673;8.050296783;-0.482098341;106.3332596
170_SUR;75.9359;51.8516;5;0.213132143;0.167454511;0.237040401;2.520190001;34.25461606;8.299287796;-0.533512294;106.828476
171_SUR;77.593;58.643;5;0;0.237019569;0.266314417;0.70618999;33.1946828;8.506916046;-0.539595723;106.8876801
172_SUR;77.9444;68.0627;5;0;0.040849999;0.552040696;0.759010017;29.2838795;8.113520622;-0.478054225;106.1202545
173_SUR;78.9564;79.4201;5;1.501431942;0.046328001;0.441954434;0.575110018;26.66966292;8.467610359;-0.286089897;103.6031799
173_DCM;78.9564;79.4201;35;2.272892475;3.768729687;0.63113898;-1.386810064;;7.909291744;0.496078819;94.0916214
174_SUR;79.0173;71.6373;5;0.331737548;0.386146307;0.426615149;-0.450810015;30.58793997;8.713618279;-0.308718741;103.8314896
175_SUR;79.2026;66.4827;5;0.138893962;0.713265121;0.346034199;-0.527209997;32.74954628;8.659460068;-0.333323032;104.1685028
176_SUR;77.7446;65.4462;5;0;0.285759598;0.453784436;-0.34721002;30.73757664;8.141599655;-0.524450243;106.7574463
177_SUR;77.8714;71.7492;5;2.874536276;0.589367092;0.580821037;0.565810025;27.08150243;8.349673271;-0.319737613;104.0864792
177_DCM;77.8714;71.7492;40;0.725272119;3.543695211;0.647407949;-0.317210019;;8.071231842;0.194481939;97.71379089
178_SUR;77.1604;73.2057;5;5.264520168;0.624402046;0.600250661;0.653289974;25.90723373;8.390810966;-0.292735904;103.7515564
178_DCM;77.1604;73.2057;20;3.061672449;2.108277559;0.623816252;-0.49071002;25.90723373;8.376829147;-0.149031833;101.9069366
179_SUR;75.5401;74.5639;5;26.81230736;2.347095966;0.696383774;1.759209991;22.36768581;8.440657616;-0.128552034;101.7892075
180_SUR;74.8283;76.2096;5;42.97304535;3.346680641;0.706857264;2.456010103;19.33808664;8.599338531;0.028856413;99.85487366
180_DCM;74.8283;76.2096;30;16.44312286;7.282222271;0.826746106;-1.111809969;;7.004193306;1.44588387;82.92527008
181_SUR;73.9797;77.0954;5;56.98394775;4.807969093;0.764171124;2.958509922;17.20747373;8.696267128;0.251553774;97.18662262
181_DCM;73.9797;77.0954;23;15.35883358;4.325708412;0.715212153;-0.196845454;;7.866069698;0.538619553;93.74482138
182_SUR;75.9658;78.6516;4;21.27896118;0.52330786;0.215491727;2.917099953;22.47568813;8.461191177;0.108522922;98.79802704
183_SUR;77.4675;75.7686;5;6.899927616;0.389511347;0.222117946;2.095190048;24.87312722;8.496925354;-0.154836357;101.8979492
184_SUR;79.0417;69.653;5;1.076782346;1.14404726;0.220351815;1.085489988;31.14776333;8.515725136;-0.277308375;103.37146
185_SUR;79.6732;60.8795;5;3.773562908;1.091918707;0.193014607;0.97408998;33.56069261;8.765192986;-0.447031528;105.419548
186_SUR;79.0467;74.1388;5;1.349957943;0.635457993;0.222768068;1.368189931;29.24640392;8.573801041;-0.225881889;102.7044144
187_SUR;78.1182;86.5582;5;0.501255631;0.23329258;0.1085646;1.525200009;29.10267319;8.414950371;-0.04727662;100.6006546
187_DCM;78.1182;86.5582;40;2.825590611;4.336314201;0.451246172;-1.371109962;;7.477450371;0.932370007;88.88768005
188_SUR;78.2518;91.8557;5;0;0.232418388;0.068514891;0.454789996;30.70289137;8.369252205;-0.071012184;100.9434662
188_DCM;78.2518;91.8557;15;0;0.47976613;0.129253075;0.480810016;30.70289137;8.395153046;-0.173110858;102.1338882
189_SUR;77.9028;117.1545;5;4.485186577;0.258514673;0.319345206;1.024410009;30.65284424;8.054556847;0.101631992;98.67952728
189_DCM;77.9028;117.1545;35;1.739587545;0.197071388;0.49867332;-1.371809959;;6.966172218;1.696359158;79.9692688
190_SUR;73.8608;145.8334;5;24.06167793;0.949266195;0.716004312;2.71551013;26.22240362;8.337608337;0.509772778;94.10503387
191_SUR;71.5948;160.9381;5;7.195093632;0.180559501;1.117129326;0.915809989;23.01790539;8.774433136;0.043774165;99.45910645
192_SUR;70.7038;166.3268;5;8.413246155;0.121251017;0.955151737;1.151489973;25.66209412;7.93641901;0.393885881;95.19077301
193_SUR;71.0704;174.9917;5;4.348714828;0.282853425;0.729804039;0.676490009;27.18380031;8.134147644;0.145945504;98.26691437
193_DCM;71.0704;174.9917;20;9.060209274;0.759995222;1.155421019;-0.114009999;27.18380031;7.949567795;0.299923122;96.4661026
194_SUR;73.3833;-168.1333;5;7.168681622;0.216212705;0.585858464;1.558899999;28.02909269;8.396004677;-0.127227008;101.5800247
194_DCM;73.3833;-168.1333;35;14.65518856;4.305442333;1.254920125;-0.5528;;7.975783825;0.593742669;92.82965851
195_SUR;72.2182;-159.6714;5;7.738453865;0.080765463;0.471847415;2.702810049;26.74665236;8.432335854;-0.210949793;102.5755157
195_DCM;72.2182;-159.6714;35;20.97878456;5.83804512;1.462957978;0.017000001;;7.810360909;0.67291224;92.06794739
196_SUR;71.8895;-154.9101;5;6.415495872;0.190064654;0.40934056;3.908299923;26.1446567;8.143280983;-0.053019572;100.7760925
196_DCM;71.8895;-154.9101;15;8.164132118;0.497518599;0.61721307;3.191210032;26.1446567;8.606586456;-0.434444875;105.3348465
197_SUR;71.3331;-148.6484;5;3.786825657;0.855139434;0.344434202;4.106200218;25.62210529;8.649355888;-0.092882216;101.1514816
198_SUR;71.4773;-141.8666;5;10.78948498;2.167958021;0.645870805;3.321609974;24.4971972;9.018677711;-0.462501585;105.3317566
199_SUR;70.3851;-140.2461;5;13.82224464;2.114269495;0.601086915;4.007790089;23.98367038;9.00395298;-0.551660359;106.4190292
200_SUR;71.9944;-93.5182;5;5.288316105;1.31673093;0.4583958;-0.039105008;28.6908432;8.230251212;-0.647359273;107.9947236
200_DCM;71.9944;-93.5182;30;11.06247045;4.235119867;0.554571996;-0.272071788;;7.933115747;-0.0621907;101.0765537
201_SUR;74.2987;-85.7806;5;6.072602564;1.258931432;0.667674312;-0.275740842;28.03185225;9.152417282;-0.812918606;110.0194642
201_DCM;74.2987;-85.7806;35;11.93705874;3.436298043;0.855621897;-0.166778617;;8.790266116;-0.478202052;106.1565971
202_SUR;73.17;-85.0477;5;7.355730247;1.888120957;0.413975257;-1.305623078;29.5430727;8.718012442;-0.045116876;100.3941852
202_DCM;73.17;-85.0477;30;13.25976608;4.839795066;0.450730931;-0.506953713;;8.556866818;0.173829719;97.91439374
203_SUR;73.0854;-80.3715;5;6.904364967;3.751649073;0.793838757;-0.277235504;32.25428028;7.980194704;0.385506235;95.31265602
204_SUR;72.6738;-78.4691;5;5.971367147;3.083181069;0.773193899;-0.274048259;32.11650181;7.952716525;0.410165778;94.98808454
205_SUR;72.4693;-71.892;5;3.367505074;1.783859253;0.477604955;-0.674799979;32.17748391;8.050107002;0.110750198;98.78981781
205_DCM;72.4693;-71.892;50;13.7422123;5.435777664;0.924436271;-1.849155784;;7.222506523;0.644787312;92.17115021
206_SUR;70.9618;-53.603;5;3.586680024;2.57898008;0.466095891;1.748099675;32.58088559;7.766443045;0.126056893;98.59010242
207_SUR;69.2122;-52.8049;5;3.096280649;2.495415578;0.429625247;2.23006412;32.65271541;7.650047431;0.171376045;97.98582586
207_DCM;69.2122;-52.8049;40;5.13507793;3.203041825;0.586402957;2.245944279;;7.464855472;0.364267484;95.8894874
208_SUR;69.1136;-51.5086;5;4.700489521;1.983524203;0;2.525909901;32.65590228;7.284506798;0.266785532;96.70028687
208_DCM;69.1136;-51.5086;41;4.433654785;1.498314977;0.411353737;2.80050993;;7.048565865;0.372819096;95.26298523
209_SUR;64.7127;-53.0106;5;0.811051667;3.158128262;0.503199756;2.87270999;33.23469632;7.607499599;0.113917224;98.46896362
210_SUR;61.5442;-55.9865;5;2.540239334;3.314998388;0.564203858;5.389500141;33.60757833;7.334613323;-0.001606427;99.96641541
